-8.8377,33.954,0,-0.0034555,-0.00086373,0
-3.3543e+07,-2.1183e+08,-1.2644e+08,20.118,-7.2672,-0.50005
7.6,2592,1944,0.0022,0.0022,0.05
-0.5762,-0.81731,2019,9,4,3000
0,0,0,2592,1944,0
