11.173,1.7283,33.222,0.0025236,0.0023325,-0.00093379
-3.3563e+07,-2.1182e+08,-1.2644e+08,20.117,-7.269,-0.50114
7.6,2592,1944,0.0022,0.0022,0.05
0.38281,-0.92383,2019,9,4,1997.1
0,0,0,2592,1944,0
